ID	Sex	Age_Days	Trial	Condition	Con_Object	Con_SocInt	Dyad	Overall_LT_ScreenFam	Overall_LT_ScreenPrefLook	Inter_PropOverall_LT_Screen	InterPhase_LT_Soc_Begin	InterPhase_LT_Soc_End	InterPhase_LT_Soc_Total	InterPhase_LT_Gazing	Inter_LT_ActorLeft	Inter_LT_ActorRight	Inter_LT_ActorsTotal	Inter_LT_Actors_PROP	Inter_LT_FaceLeft	Inter_LT_FaceRight	Inter_LT_FacesTotal	Inter_LT_Faces_PROP	Inter_LT_Object	Inter_LT_FacesObject_PROP	Inter_LT_Object_PROP	InterPhase_LT_FaceLeft_Soc_Begin	InterPhase_LT_FaceRight_Soc_Begin	InterPhase_LT_FaceTotal_Soc_Begin	InterPhase_LT_FaceTotal_Soc_Begin_PROP	InterPhase_LT_FaceLeft_Soc_End	InterPhase_LT_FaceRight_Soc_End	InterPhase_LT_FaceTotal_Soc_End	InterPhase_LT_FaceTotal_Soc_End_PROP	InterPhase_LT_FaceLeft_Soc_Total	InterPhase_LT_FaceRight_Soc_Total	InterPhase_LT_FaceTotal_Soc_Total	InterPhase_LT_FaceTotal_Soc_Total_PROP	InterPhase_LT_Object_Soc_Begin	InterPhase_LT_Object_Soc_Begin_PROP	InterPhase_LT_Object_Soc_End	InterPhase_LT_Object_Soc_End_PROP	InterPhase_LT_Object_Soc_Total	InterPhase_LT_Object_Soc_Total_PROP	InterPhase_LT_FaceLeft_Gazing	InterPhase_LT_FaceRight_Gazing	InterPhase_LT_FaceTotal_Gazing	InterPhase_LT_FaceTotal_Gazing_PROP	InterPhase_LT_Object_Gazing	InterPhase_LT_Object_Gazing_PROP	InterPhase_Checker_Soc	InterPhase_Checker_Gazing	InterPhase_Checker_valid	PrefLook_Object_Fam	PrefLook_Object_Fam_Pos	PrefLook_Object_Nov	PrefLook_Object_Nov_Pos	PrefLook_LT_Object_Left	PrefLook_LT_Object_Right	PrefLook_LT_Total	PrefLook_LT_Object_Fam	PrefLook_LT_Object_Nov	PrefLook_LT_Object_Nov_PROP	PrefLook_FL	PrefLook_FL_Meaning
9	W	9	1	Con1	LOB	SOC	D1a	10726	8763	0.975090909090909	2892	9649	12541	7542	2634	8034	10668	0.994592578780533	2467	8034	10501	0.979022934924483	0	1	0	401	2433	2834	0.979944674965422	0	1524	1524	0.157943828375998	401	3957	4358	0.347500199346145	0	0	0	0	0	0	2467	4725	7192	0.953593211349775	0	0	TRUE	TRUE	1	1_a	left	1_b	right	2820	5534	8354	2820	5534	0.662437155853483	right	novel
9	W	9	2	Con2	LOB	NSOC	D2a	10946	7733	0.995090909090909	2993	8238	11231	7302	2247	5748	7995	0.730403800475059	2306	6398	8704	0.795176320116938	2184	0.799412196914034	0.199524940617577	0	2993	2993	1	1083	0	1083	0.131463947560087	1083	2993	4076	0.362924049505832	0	0	0	0	0	0	2501	2400	4901	0.67118597644481	2184	0.299096138044371	TRUE	TRUE	1	7_a	right	7_b	left	3491	3373	6864	3373	3491	0.508595571095571	right	familiar
9	W	9	3	Con3	NLOB	SOC	D1b	8775	9974	0.797727272727273	2991	8314	11305	5000	1093	5840	6933	0.79008547008547	1093	5814	6907	0.787122507122507	1842	0.789461652760315	0.20991452991453	0	2991	2991	1	0	383	383	0.0460668751503488	0	3374	3374	0.298452012383901	0	0	0	0	0	0	1093	2065	3158	0.6316	1842	0.3684	TRUE	TRUE	1	14_a	right	14_b	left	4602	4172	8774	4172	4602	0.524504217004787	right	familiar
9	W	9	4	Con4	NLOB	NSOC	D2b	9178	8956	0.834363636363636	2994	8075	11069	5289	1408	5194	6602	0.719328829810416	1183	6568	7751	0.84451950315973	916	0.894311757240106	0.099803878840706	0	2994	2994	1	708	0	708	0.0876780185758514	708	2994	3702	0.334447556238143	0	0	0	0	0	0	1183	2572	3755	0.70996407638495	916	0.173189638873133	TRUE	TRUE	1	19_a	left	19_b	right	3849	4882	8731	3849	4882	0.559157026686519	right	novel
9	W	9	5	Con4	NLOB	NSOC	D2b	9123	7390	0.829363636363636	3000	8872	11872	5790	1759	6315	8074	0.885015893894552	1575	5433	7008	0.768168365669188	433	0.941808896653676	0.047462457524937	0	2675	2675	0.891666666666667	0	1507	1507	0.169860234445446	0	4182	4182	0.352257412398922	0	0	0	0	0	0	1575	2516	4091	0.706563039723662	433	0.0747841105354059	TRUE	TRUE	1	20_a	left	20_b	right	2607	4015	6622	2607	4015	0.606312292358804	right	novel
9	W	9	6	Con2	LOB	NSOC	D2a	10141	7087	0.921909090909091	2993	8042	11035	7049	5105	5036	10141	1	5047	4626	9673	0.953850705058673	0	1	0	567	2426	2993	1	1051	0	1051	0.130688883362348	1618	2426	4044	0.36647032170367	0	0	0	0	0	0	5159	1832	6991	0.99177188253653	0	0	TRUE	TRUE	1	8_a	right	8_b	left	4792	1600	6392	1600	4792	0.749687108886108	right	familiar
9	W	9	7	Con1	LOB	SOC	D1a	8257	4132	0.750636363636364	2990	3925	6915	4256	2357	4509	6866	0.831536877800654	2307	4509	6816	0.825481409712971	0	1	0	1341	691	2032	0.679598662207358	0	0	0	0	1341	691	2032	0.293853940708604	0	0	0	0	0	0	1583	2190	3773	0.886513157894737	0	0	TRUE	TRUE	1	2_a	right	2_b	left	2176	858	3034	858	2176	0.717205009887937	right	familiar
9	W	9	8	Con3	NLOB	SOC	D1b	9634	7212	0.875818181818182	2991	7448	10439	5632	3616	5782	9398	0.975503425368487	3499	5782	9281	0.963358937097779	0	1	0	1783	1208	2991	1	0	0	0	0	1783	1208	2991	0.286521697480602	0	0	0	0	0	0	2708	2699	5407	0.960049715909091	0	0	TRUE	TRUE	1	15_b	right	15_a	left	2950	3997	6947	3997	2950	0.424643731106953	right	familiar
9	W	9	9	Con3	NLOB	SOC	D1b	10948	3955	0.995272727272727	2999	5350	8349	7224	1907	4725	6632	0.605772743880161	1907	4992	6899	0.630160759956156	3400	0.669870861248665	0.31055900621118	1766	1233	2999	1	417	808	1225	0.228971962616822	2183	2041	4224	0.505928853754941	0	0	0	0	0	0	975	3183	4158	0.575581395348837	2417	0.334579180509413	TRUE	TRUE	1	16_a	right	16_b	left	959	2807	3766	2807	959	0.254646840148699	right	familiar
9	W	9	10	Con1	LOB	SOC	D1a	10939	6389	0.994454545454545	2991	5875	8866	7026	875	7051	7926	0.724563488435872	1017	7051	8068	0.737544565316757	1908	0.808740978348035	0.174421793582594	908	1400	2308	0.771648278167837	0	942	942	0.160340425531915	908	2342	3250	0.366568914956012	192	0.0641925777331996	25	0.00425531914893617	217	0.0244755244755245	1017	4151	5168	0.7355536578423	1716	0.244235695986336	TRUE	TRUE	1	3_a	left	3_b	right	1932	2817	4749	1932	2817	0.593177511054959	right	novel
9	W	9	11	Con2	LOB	NSOC	D2a	5969	4610	0.542636363636364	2990	3171	6161	1981	2552	3083	5635	0.944044228513989	2552	3008	5560	0.93147930976713	175	0.969485614646905	0.0293181437426705	1899	1091	2990	1	133	0	133	0.0419426048565121	2032	1091	3123	0.506898230806687	0	0	0	0	0	0	1656	75	1731	0.873801110550227	175	0.088339222614841	TRUE	TRUE	1	9_a	right	9_b	left	1573	1868	3441	1868	1573	0.457134553908747	right	familiar
