ID	Sex	Age_Days	Trial	Condition	Con_Object	Con_SocInt	Dyad	Overall_LT_ScreenFam	Overall_LT_ScreenPrefLook	Inter_PropOverall_LT_Screen	InterPhase_LT_Soc_Begin	InterPhase_LT_Soc_End	InterPhase_LT_Soc_Total	InterPhase_LT_Gazing	Inter_LT_ActorLeft	Inter_LT_ActorRight	Inter_LT_ActorsTotal	Inter_LT_Actors_PROP	Inter_LT_FaceLeft	Inter_LT_FaceRight	Inter_LT_FacesTotal	Inter_LT_Faces_PROP	Inter_LT_Object	Inter_LT_FacesObject_PROP	Inter_LT_Object_PROP	InterPhase_LT_FaceLeft_Soc_Begin	InterPhase_LT_FaceRight_Soc_Begin	InterPhase_LT_FaceTotal_Soc_Begin	InterPhase_LT_FaceTotal_Soc_Begin_PROP	InterPhase_LT_FaceLeft_Soc_End	InterPhase_LT_FaceRight_Soc_End	InterPhase_LT_FaceTotal_Soc_End	InterPhase_LT_FaceTotal_Soc_End_PROP	InterPhase_LT_FaceLeft_Soc_Total	InterPhase_LT_FaceRight_Soc_Total	InterPhase_LT_FaceTotal_Soc_Total	InterPhase_LT_FaceTotal_Soc_Total_PROP	InterPhase_LT_Object_Soc_Begin	InterPhase_LT_Object_Soc_Begin_PROP	InterPhase_LT_Object_Soc_End	InterPhase_LT_Object_Soc_End_PROP	InterPhase_LT_Object_Soc_Total	InterPhase_LT_Object_Soc_Total_PROP	InterPhase_LT_FaceLeft_Gazing	InterPhase_LT_FaceRight_Gazing	InterPhase_LT_FaceTotal_Gazing	InterPhase_LT_FaceTotal_Gazing_PROP	InterPhase_LT_Object_Gazing	InterPhase_LT_Object_Gazing_PROP	InterPhase_Checker_Soc	InterPhase_Checker_Gazing	InterPhase_Checker_valid	PrefLook_Object_Fam	PrefLook_Object_Fam_Pos	PrefLook_Object_Nov	PrefLook_Object_Nov_Pos	PrefLook_LT_Object_Left	PrefLook_LT_Object_Right	PrefLook_LT_Total	PrefLook_LT_Object_Fam	PrefLook_LT_Object_Nov	PrefLook_LT_Object_Nov_PROP	PrefLook_FL	PrefLook_FL_Meaning
3	W	13	1	Con1	LOB	SOC	D1a	4783	3249	0.434818181818182	2476	2275	4751	1725	1575	2392	3967	0.829395776709178	1575	2392	3967	0.829395776709178	575	0.873403786878027	0.120217436755175	834	1642	2476	1	0	0	0	0	834	1642	2476	0.521153441380762	0	0	0	0	0	0	0	1625	1625	0.942028985507246	100	0.0579710144927536	TRUE	TRUE	1	1_a	left	1_b	right	1250	1999	3249	1250	1999	0.615266235764851	left	familiar
3	W	13	2	Con2	LOB	NSOC	D2a	9129	8393	0.829909090909091	2942	7826	10768	5975	5600	2767	8367	0.916529740387775	5600	2767	8367	0.916529740387775	475	0.946279122370504	0.052031985978749	2942	0	2942	1	941	0	941	0.120240224891388	3883	0	3883	0.360605497771174	0	0	0	0	0	0	3208	2767	5975	1	0	0	TRUE	TRUE	1	7_a	right	7_b	left	3426	4842	8268	4842	3426	0.414368650217707	right	familiar
3	W	13	3	Con3	NLOB	SOC	D1b	3548	3209	0.322545454545455	1883	2517	4400	258	1183	1333	2516	0.70913190529876	1183	1333	2516	0.70913190529876	716	0.778465346534653	0.201803833145434	808	1075	1883	1	0	0	0	0	808	1075	1883	0.427954545454545	0	0	0	0	0	0	150	0	150	0.581395348837209	108	0.418604651162791	TRUE	TRUE	1	14_a	right	14_b	left	1500	1567	3067	1567	1500	0.489077274209325	left	novel
3	W	13	4	Con4	NLOB	NSOC	D2b	8122	2167	0.738363636363636	2575	2316	4891	4602	1084	3092	4176	0.514159074119675	942	3092	4034	0.496675695641468	3284	0.551243509155507	0.404333907904457	75	2500	2575	1	224	0	224	0.0967184801381693	299	2500	2799	0.57227560826007	0	0	0	0	0	0	942	534	1476	0.320730117340287	2659	0.577792264232942	TRUE	TRUE	1	19_a	left	19_b	right	225	1942	2167	225	1942	0.896169820027688	right	novel
3	W	13	5	Con4	NLOB	NSOC	D2b	7908	7141	0.718909090909091	2825	7350	10175	5207	1172	6050	7222	0.913252402630248	1172	6050	7222	0.913252402630248	350	0.953777073428421	0.0442589782498735	0	2825	2825	1	1283	0	1283	0.174557823129252	1283	2825	4108	0.403734643734644	0	0	0	0	0	0	1575	3466	5041	0.968119838678702	0	0	TRUE	TRUE	1	20_a	left	20_b	right	2124	4600	6724	2124	4600	0.684116597263534	right	novel
3	W	13	6	Con2	LOB	NSOC	D2a	9556	4325	0.868727272727273	2908	5368	8276	6390	0	8301	8301	0.868668899120971	0	8301	8301	0.868668899120971	900	0.902184545158135	0.0941816659690247	0	2908	2908	1	0	1008	1008	0.187779433681073	0	3916	3916	0.473175447075882	0	0	0	0	0	0	0	6098	6098	0.954303599374022	292	0.0456964006259781	TRUE	TRUE	1	8_a	right	8_b	left	942	2701	3643	2701	942	0.258578094976668	right	familiar
3	W	13	7	Con1	LOB	SOC	D1a	8680	5866	0.789090909090909	2808	5778	8586	5909	1175	6516	7691	0.886059907834101	1175	6516	7691	0.886059907834101	675	0.919316280181688	0.0777649769585253	916	1892	2808	1	0	1158	1158	0.200415368639668	916	3050	3966	0.461914744933613	0	0	0	0	0	0	0	5875	5875	0.994246065324082	0	0	TRUE	TRUE	1	2_a	right	2_b	left	3510	2085	5595	2085	3510	0.627345844504021	right	familiar
3	W	13	8	Con3	NLOB	SOC	D1b	7099	6067	0.645363636363636	2599	4741	7340	3650	325	0	325	0.0457810959290041	325	0	325	0.0457810959290041	6407	0.0482768865121806	0.902521481898859	325	0	325	0.125048095421316	0	0	0	0	325	0	325	0.0442779291553134	2274	0.874951904578684	0	0	2274	0.309809264305177	142	0	142	0.0389041095890411	3508	0.961095890410959	TRUE	TRUE	1	15_b	right	15_a	left	1316	2176	3492	2176	1316	0.376861397479954	right	familiar
3	W	13	9	Con3	NLOB	SOC	D1b	2691	3859	0.244636363636364	975	4616	5591	683	0	1241	1241	0.4611668524712	0	1241	1241	0.4611668524712	1145	0.520117351215423	0.425492382014121	0	975	975	1	0	0	0	0	0	975	975	0.174387408334824	0	0	400	0.0866551126516465	400	0.0715435521373636	0	0	0	0	400	0.585651537335286	TRUE	TRUE	1	16_a	right	16_b	left	2116	1375	3491	1375	2116	0.606130048696649	right	familiar
3	W	13	10	Con1	LOB	SOC	D1a	3561	6042	0.323727272727273	767	6100	6867	2317	1449	1863	3312	0.930075821398484	1449	1746	3195	0.897219882055602	0	1	0	0	767	767	1	0	867	867	0.142131147540984	0	1634	1634	0.237949614096403	0	0	0	0	0	0	0	2008	2008	0.866637893828226	0	0	TRUE	TRUE	1	3_a	left	3_b	right	2049	2792	4841	2049	2792	0.576740342904359	right	novel
3	W	13	11	Con2	LOB	NSOC	D2a	4987	5899	0.453363636363636	0	6400	6400	4859	4977	0	4977	0.997994786444756	4977	0	4977	0.997994786444756	0	1	0	0	0	0	NA	1009	0	1009	0.15765625	1009	0	1009	0.15765625	0	NA	0	0	0	0	4859	0	4859	1	0	0	FALSE	TRUE	0	9_a	right	9_b	left	5341	0	5341	0	5341	1	left	novel
3	W	13	12	Con4	NLOB	NSOC	D2b	891	0	0.081	399	0	399	683	0	0	0	0	0	0	0	0	208	0	0.2334455667789	0	0	0	0	0	0	0	NA	0	0	0	0	125	0.31328320802005	0	NA	125	0.31328320802005	0	0	0	0	0	0	TRUE	TRUE	1	21_a	right	21_b	left	0	0	0	0	0	NA	NA	NA
3	W	13	13	Con1	LOB	SOC	D1a	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	NA	0	NA	FALSE	FALSE	0	4_a	right	4_b	left	0	0	0	0	0	NA	NA	NA
3	W	13	14	Con4	NLOB	NSOC	D2b	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	NA	0	NA	FALSE	FALSE	0	22_a	right	22_b	left	0	0	0	0	0	NA	NA	NA
3	W	13	15	Con2	LOB	NSOC	D2a	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	NA	0	NA	FALSE	FALSE	0	10_a	left	10_b	right	0	0	0	0	0	NA	NA	NA
3	W	13	16	Con3	NLOB	SOC	D1b	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	0	0	0	NA	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	NA	0	NA	FALSE	FALSE	0	17_a	right	17_b	left	0	0	0	0	0	NA	NA	NA
