"ID"	"Sex"	"Age_Days"	"Trial"	"Condition"	"Con_Object"	"Con_SocInt"	"Dyad"	"Overall_LT_ScreenFam"	"Overall_LT_ScreenPrefLook"	"Inter_PropOverall_LT_Screen"	"InterPhase_LT_Soc_Begin"	"InterPhase_LT_Soc_End"	"InterPhase_LT_Soc_Total"	"InterPhase_LT_Gazing"	"Inter_LT_ActorLeft"	"Inter_LT_ActorRight"	"Inter_LT_ActorsTotal"	"Inter_LT_Actors_PROP"	"Inter_LT_FaceLeft"	"Inter_LT_FaceRight"	"Inter_LT_FacesTotal"	"Inter_LT_Faces_PROP"	"Inter_LT_Object"	"Inter_LT_FacesObject_PROP"	"Inter_LT_Object_PROP"	"Inter_LF_FaceLeft"	"Inter_LF_FaceRight"	"Inter_LF_FacesTotal"	"Inter_LF_FaceLeft_Overall"	"Inter_LF_FaceRight_Overall"	"Inter_LF_FacesTotal_Overall"	"Inter_ObjectOriginFaceLeft"	"Inter_ObjectOriginFaceRight"	"Inter_ObjectOriginFaceTotal"	"Inter_LF_Object"	"Inter_ObjectOriginFaceTotal_Gazing_SocialPROP"	"Inter_FacesGazeshiftsLeftRight"	"Inter_FacesGazeshiftsRightLeft"	"Inter_FacesGazeshiftsRightTotal"	"InterPhase_LT_FaceLeft_Soc_Begin"	"InterPhase_LT_FaceRight_Soc_Begin"	"InterPhase_LT_FaceTotal_Soc_Begin"	"InterPhase_LT_FaceTotal_Soc_Begin_PROP"	"InterPhase_LT_FaceLeft_Soc_End"	"InterPhase_LT_FaceRight_Soc_End"	"InterPhase_LT_FaceTotal_Soc_End"	"InterPhase_LT_FaceTotal_Soc_End_PROP"	"InterPhase_LT_FaceLeft_Soc_Total"	"InterPhase_LT_FaceRight_Soc_Total"	"InterPhase_LT_FaceTotal_Soc_Total"	"InterPhase_LT_FaceTotal_Soc_Total_PROP"	"InterPhase_LT_Object_Soc_Begin"	"InterPhase_LT_Object_Soc_Begin_PROP"	"InterPhase_LT_Object_Soc_End"	"InterPhase_LT_Object_Soc_End_PROP"	"InterPhase_LT_Object_Soc_Total"	"InterPhase_LT_Object_Soc_Total_PROP"	"InterPhase_LT_FacesObject_PROP"	"InterPhase_LF_FaceLeft_Begin"	"InterPhase_LF_FaceRight_Begin"	"InterPhase_LF_FacesTotal_Begin"	"InterPhase_LF_FaceLeft_End"	"InterPhase_LF_FaceRight_End"	"InterPhase_LF_FacesTotal_End"	"InterPhase_LF_FacesTotal"	"InterPhase_FacesGazeshiftsLeftRight_Begin"	"InterPhase_FacesGazeshiftsRightLeft_Begin"	"InterPhase_FacesGazeshiftsRightTotal_Begin"	"InterPhase_FacesGazeshiftsLeftRight_End"	"InterPhase_FacesGazeshiftsRightLeft_End"	"InterPhase_FacesGazeshiftsRightTotal_End"	"InterPhase_FacesGazeshiftsRightTotal_TOTAL"	"InterPhase_LT_FaceLeft_Gazing"	"InterPhase_LT_FaceRight_Gazing"	"InterPhase_LT_FaceTotal_Gazing"	"InterPhase_LT_FaceTotal_Gazing_PROP"	"InterPhase_LT_Object_Gazing"	"InterPhase_LT_Object_Gazing_PROP"	"InterPhase_LT_FacesObject_Gazing_PROP"	"InterPhase_ObjectOriginFaceLeft_Gazing"	"InterPhase_ObjectOriginFaceRight_Gazing"	"InterPhase_ObjectOriginFaceTotal_Gazing"	"InterPhase_LF_Object_Gazing"	"InterPhase_ObjectOriginFaceTotal_Gazing_SocialPROP"	"InterPhase_Checker_Soc"	"InterPhase_Checker_Gazing"	"InterPhase_Checker_valid"	"PrefLook_Object_Fam"	"PrefLook_Object_Fam_Pos"	"PrefLook_Object_Nov"	"PrefLook_Object_Nov_Pos"	"PrefLook_LT_Object_Left"	"PrefLook_LT_Object_Right"	"PrefLook_LT_Total"	"PrefLook_LT_Object_Fam"	"PrefLook_LT_Object_Nov"	"PrefLook_LT_Object_Nov_PROP"	"PrefLook_FL"	"PrefLook_FL_Meaning"
"33"	"M"	"277"	1	"Con1"	"LOB"	"SOC"	"D2a"	9716	7658	0.883272727272727	2848	8294	11142	7296	7667	2049	9716	1	7667	2049	9716	1	0	1	0	2	1	3	2	1	3	0	0	0	0	NA	1	1	2	2848	0	2848	1	1482	0	1482	0.178683385579937	4330	0	4330	0.388619637408006	0	0	0	0	0	0	1	1	0	1	1	0	1	2	0	0	0	0	0	0	0	5047	2049	7096	0.972587719298246	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"11_a"	"right"	"11_b"	"left"	3764	3165	6929	3165	3764	0.543224130466157	"left"	"novel"
"33"	"M"	"277"	2	"Con3"	"NLOB"	"SOC"	"D1b"	9743	4979	0.885727272727273	2782	6380	9162	6563	6689	1566	8255	0.847274966642718	6689	1566	8255	0.847274966642718	1033	0.888781223083549	0.106024838345479	4	2	6	4	2	6	1	0	1	2	0.5	2	2	4	1966	816	2782	1	1016	0	1016	0.159247648902821	2982	816	3798	0.414538310412574	0	0	0	0	0	0	1	2	1	3	1	0	1	4	1	1	2	0	0	0	2	4947	750	5697	0.868048148712479	733	0.1116867286302	0.886003110419907	1	0	1	1	1	TRUE	TRUE	1	"14_a"	"left"	"14_b"	"right"	3465	949	4414	3465	949	0.214997734481196	"left"	"familiar"
"33"	"M"	"277"	3	"Con4"	"NLOB"	"NSOC"	"D2b"	7028	4565	0.638909090909091	2565	5696	8261	5330	3313	2649	5962	0.848321001707456	3313	2266	5579	0.793824701195219	1066	0.839578630549285	0.151678998292544	3	3	6	3	3	6	0	1	1	2	0.5	1	2	3	1882	683	2565	1	499	267	766	0.134480337078652	2381	950	3331	0.403219949158698	0	0	0	0	0	0	1	2	1	3	1	1	2	5	1	1	2	0	1	1	3	2331	1583	3914	0.734333958724203	916	0.171857410881801	0.810351966873706	0	1	1	1	1	TRUE	TRUE	1	"3_a"	"right"	"3_b"	"left"	2881	1166	4047	1166	2881	0.711885347170744	"left"	"novel"
"33"	"M"	"277"	4	"Con2"	"LOB"	"NSOC"	"D1a"	7599	3931	0.690818181818182	1948	5446	7394	7612	5525	1566	7091	0.933149098565601	5525	1266	6791	0.893670219765759	83	0.987925516438755	0.0109224898012896	3	3	6	3	3	6	0	0	0	1	0	1	3	4	1782	166	1948	1	1832	0	1832	0.336393683437385	3614	166	3780	0.511225317825264	0	0	0	0	0	0	1	1	1	2	1	0	1	3	0	1	1	0	0	0	1	5679	1100	6779	0.890567524960589	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"7_a"	"left"	"7_b"	"right"	2217	1266	3483	2217	1266	0.363479758828596	"left"	"familiar"
"33"	"M"	"277"	5	"Con1"	"LOB"	"SOC"	"D2a"	8594	7094	0.781272727272727	2732	6263	8995	5447	4414	3681	8095	0.941936234582267	4414	3531	7945	0.924482196881545	0	1	0	3	3	6	3	3	6	0	0	0	0	NA	2	3	5	716	2016	2732	1	0	0	0	0	716	2016	2732	0.303724291272929	0	0	0	0	0	0	1	1	2	3	0	0	0	3	1	1	2	0	0	0	2	3698	1749	5447	1	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"9_a"	"left"	"9_b"	"right"	2065	4613	6678	2065	4613	0.690775681341719	"left"	"familiar"
"33"	"M"	"277"	6	"Con4"	"NLOB"	"NSOC"	"D2b"	6440	4833	0.585454545454545	1999	3750	5749	4247	3498	717	4215	0.654503105590062	3331	434	3765	0.584627329192547	1831	0.672802001429593	0.284316770186335	2	1	3	2	1	3	1	0	1	2	0.5	0	1	1	1648	351	1999	1	0	0	0	0	1648	351	1999	0.347712645677509	0	0	0	0	0	0	1	1	1	2	0	0	0	2	0	1	1	0	0	0	1	2682	0	2682	0.631504591476336	1115	0.262538262302802	0.706347116144324	1	0	1	1	1	TRUE	TRUE	1	"1_a"	"left"	"1_b"	"right"	2567	2116	4683	2567	2116	0.451847106555627	"left"	"familiar"
"33"	"M"	"277"	7	"Con2"	"LOB"	"NSOC"	"D1a"	4479	2018	0.407181818181818	2048	3264	5312	3647	683	3696	4379	0.977673587854432	683	3696	4379	0.977673587854432	0	1	0	1	2	3	1	2	3	0	0	0	0	NA	1	1	2	0	1948	1948	0.951171875	183	649	832	0.254901960784314	183	2597	2780	0.523343373493976	0	0	0	0	0	0	1	0	1	1	1	1	2	3	0	0	0	1	0	1	1	683	2747	3430	0.940499040307102	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"5_a"	"right"	"5_b"	"left"	1182	517	1699	517	1182	0.695703354914656	"left"	"novel"
"33"	"M"	"277"	8	"Con3"	"NLOB"	"SOC"	"D1b"	5181	5263	0.471	2632	5263	7895	3316	2350	1232	3582	0.69137232194557	2350	1232	3582	0.69137232194557	1316	0.731318905675786	0.254005018336229	2	2	4	2	2	4	0	1	1	3	0.333333333333333	1	1	2	1883	749	2632	1	0	0	0	0	1883	749	2632	0.333375554148195	0	0	0	0	0	0	1	1	1	2	0	0	0	2	0	1	1	0	0	0	1	1434	383	1817	0.54794933655006	1216	0.36670687575392	0.59907682162875	0	1	1	2	0.5	TRUE	TRUE	1	"13_a"	"right"	"13_b"	"left"	1598	2616	4214	2616	1598	0.37921214997627	"right"	"familiar"
"33"	"M"	"277"	9	"Con4"	"NLOB"	"NSOC"	"D2b"	1567	2417	0.142454545454545	1200	2647	3847	850	867	700	1567	1	867	700	1567	1	0	1	0	1	1	2	1	1	2	0	0	0	0	NA	1	0	1	867	333	1200	1	0	0	0	0	867	333	1200	0.311931375097479	0	0	0	0	0	0	1	1	1	2	0	0	0	2	1	0	1	0	0	0	1	150	700	850	1	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"2_a"	"right"	"2_b"	"left"	1182	849	2031	849	1182	0.581979320531758	"left"	"novel"
"33"	"M"	"277"	10	"Con3"	"NLOB"	"SOC"	"D1b"	2475	0	0.225	1166	848	2014	1298	1565	710	2275	0.919191919191919	1565	710	2275	0.919191919191919	200	0.919191919191919	0.0808080808080808	2	2	4	2	2	4	1	0	1	1	1	1	1	2	399	567	966	0.828473413379074	632	216	848	1	1031	783	1814	0.900695134061569	200	0.171526586620926	0	0	200	0.099304865938431	0.900695134061569	2	1	3	1	1	2	5	0	1	1	1	0	1	2	865	433	1298	1	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"15_a"	"right"	"15_b"	"left"	0	0	0	0	0	NA	NA	NA
