"ID"	"Sex"	"Age_Days"	"Trial"	"Condition"	"Con_Object"	"Con_SocInt"	"Dyad"	"Overall_LT_ScreenFam"	"Overall_LT_ScreenPrefLook"	"Inter_PropOverall_LT_Screen"	"InterPhase_LT_Soc_Begin"	"InterPhase_LT_Soc_End"	"InterPhase_LT_Soc_Total"	"InterPhase_LT_Gazing"	"Inter_LT_ActorLeft"	"Inter_LT_ActorRight"	"Inter_LT_ActorsTotal"	"Inter_LT_Actors_PROP"	"Inter_LT_FaceLeft"	"Inter_LT_FaceRight"	"Inter_LT_FacesTotal"	"Inter_LT_Faces_PROP"	"Inter_LT_Object"	"Inter_LT_FacesObject_PROP"	"Inter_LT_Object_PROP"	"Inter_LF_FaceLeft"	"Inter_LF_FaceRight"	"Inter_LF_FacesTotal"	"Inter_LF_FaceLeft_Overall"	"Inter_LF_FaceRight_Overall"	"Inter_LF_FacesTotal_Overall"	"Inter_ObjectOriginFaceLeft"	"Inter_ObjectOriginFaceRight"	"Inter_ObjectOriginFaceTotal"	"Inter_LF_Object"	"Inter_ObjectOriginFaceTotal_Gazing_SocialPROP"	"Inter_FacesGazeshiftsLeftRight"	"Inter_FacesGazeshiftsRightLeft"	"Inter_FacesGazeshiftsRightTotal"	"InterPhase_LT_FaceLeft_Soc_Begin"	"InterPhase_LT_FaceRight_Soc_Begin"	"InterPhase_LT_FaceTotal_Soc_Begin"	"InterPhase_LT_FaceTotal_Soc_Begin_PROP"	"InterPhase_LT_FaceLeft_Soc_End"	"InterPhase_LT_FaceRight_Soc_End"	"InterPhase_LT_FaceTotal_Soc_End"	"InterPhase_LT_FaceTotal_Soc_End_PROP"	"InterPhase_LT_FaceLeft_Soc_Total"	"InterPhase_LT_FaceRight_Soc_Total"	"InterPhase_LT_FaceTotal_Soc_Total"	"InterPhase_LT_FaceTotal_Soc_Total_PROP"	"InterPhase_LT_Object_Soc_Begin"	"InterPhase_LT_Object_Soc_Begin_PROP"	"InterPhase_LT_Object_Soc_End"	"InterPhase_LT_Object_Soc_End_PROP"	"InterPhase_LT_Object_Soc_Total"	"InterPhase_LT_Object_Soc_Total_PROP"	"InterPhase_LT_FacesObject_PROP"	"InterPhase_LF_FaceLeft_Begin"	"InterPhase_LF_FaceRight_Begin"	"InterPhase_LF_FacesTotal_Begin"	"InterPhase_LF_FaceLeft_End"	"InterPhase_LF_FaceRight_End"	"InterPhase_LF_FacesTotal_End"	"InterPhase_LF_FacesTotal"	"InterPhase_FacesGazeshiftsLeftRight_Begin"	"InterPhase_FacesGazeshiftsRightLeft_Begin"	"InterPhase_FacesGazeshiftsRightTotal_Begin"	"InterPhase_FacesGazeshiftsLeftRight_End"	"InterPhase_FacesGazeshiftsRightLeft_End"	"InterPhase_FacesGazeshiftsRightTotal_End"	"InterPhase_FacesGazeshiftsRightTotal_TOTAL"	"InterPhase_LT_FaceLeft_Gazing"	"InterPhase_LT_FaceRight_Gazing"	"InterPhase_LT_FaceTotal_Gazing"	"InterPhase_LT_FaceTotal_Gazing_PROP"	"InterPhase_LT_Object_Gazing"	"InterPhase_LT_Object_Gazing_PROP"	"InterPhase_LT_FacesObject_Gazing_PROP"	"InterPhase_ObjectOriginFaceLeft_Gazing"	"InterPhase_ObjectOriginFaceRight_Gazing"	"InterPhase_ObjectOriginFaceTotal_Gazing"	"InterPhase_LF_Object_Gazing"	"InterPhase_ObjectOriginFaceTotal_Gazing_SocialPROP"	"InterPhase_Checker_Soc"	"InterPhase_Checker_Gazing"	"InterPhase_Checker_valid"	"PrefLook_Object_Fam"	"PrefLook_Object_Fam_Pos"	"PrefLook_Object_Nov"	"PrefLook_Object_Nov_Pos"	"PrefLook_LT_Object_Left"	"PrefLook_LT_Object_Right"	"PrefLook_LT_Total"	"PrefLook_LT_Object_Fam"	"PrefLook_LT_Object_Nov"	"PrefLook_LT_Object_Nov_PROP"	"PrefLook_FL"	"PrefLook_FL_Meaning"
"32"	"W"	"275"	1	"Con4"	"NLOB"	"NSOC"	"D1b"	9125	7629	0.829545454545455	2630	7279	9909	5596	1198	5496	6694	0.73358904109589	1198	5496	6694	0.73358904109589	1998	0.770133456051542	0.218958904109589	2	5	7	2	5	7	0	2	2	3	0.666666666666667	2	2	4	815	1199	2014	0.765779467680608	0	583	583	0.0800934194257453	815	1782	2597	0.262084973256635	616	0.234220532319392	0	0	616	0.0621657079422747	0.808278867102396	1	2	3	0	1	1	4	1	1	2	0	0	0	2	383	3648	4031	0.720335954253038	1565	0.279664045746962	0.720335954253038	0	2	2	2	1	TRUE	TRUE	1	"9_b"	"left"	"9_a"	"right"	4014	3448	7462	4014	3448	0.462074510854999	"left"	"familiar"
"32"	"W"	"275"	2	"Con1"	"LOB"	"SOC"	"D2a"	6754	1807	0.614	2599	83	2682	3282	2099	4065	6164	0.912644358898431	2099	4065	6164	0.912644358898431	0	1	0	2	4	6	2	4	6	0	0	0	0	NA	2	2	4	883	1549	2432	0.93574451712197	0	0	0	0	883	1549	2432	0.906785980611484	0	0	0	0	0	0	1	2	2	4	0	0	0	4	1	1	2	0	0	0	2	1016	2266	3282	1	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"13_b"	"right"	"13_a"	"left"	857	800	1657	800	857	0.517199758599879	"right"	"familiar"
"32"	"W"	"275"	3	"Con2"	"LOB"	"NSOC"	"D1a"	6336	5545	0.576	2698	4131	6829	2631	2581	3314	5895	0.930397727272727	1931	3314	5245	0.827809343434343	0	1	0	2	2	4	2	2	4	0	0	0	0	NA	1	0	1	1515	1016	2531	0.938102297998517	0	0	0	0	1515	1016	2531	0.370625274564358	0	0	0	0	0	0	1	1	2	3	0	0	0	3	1	0	1	0	0	0	1	599	1549	2148	0.816419612314709	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"1_b"	"right"	"1_a"	"left"	1947	2814	4761	2814	1947	0.408947700063012	"left"	"novel"
"32"	"W"	"275"	4	"Con3"	"NLOB"	"SOC"	"D2b"	5075	4584	0.461363636363636	2730	2715	5445	1332	1765	2964	4729	0.931822660098522	1765	2964	4729	0.931822660098522	0	1	0	1	2	3	1	2	3	0	0	0	0	NA	1	1	2	1765	965	2730	1	0	0	0	0	1765	965	2730	0.50137741046832	0	0	0	0	0	0	1	1	2	3	0	0	0	3	1	1	2	0	0	0	2	333	999	1332	1	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"5_b"	"left"	"5_a"	"right"	766	3427	4193	766	3427	0.817314571905557	"right"	"novel"
"32"	"W"	"275"	5	"Con3"	"NLOB"	"SOC"	"D2b"	7695	5650	0.699545454545455	2615	5860	8475	5131	1633	4013	5646	0.733723196881092	1633	3714	5347	0.694866796621183	1652	0.763966280897271	0.214684860298895	2	4	6	2	4	6	0	3	3	3	1	2	1	3	1283	799	2082	0.796175908221797	0	566	566	0.0965870307167235	1283	1365	2648	0.312448377581121	533	0.203824091778203	749	0.127815699658703	1282	0.151268436578171	0.673791348600509	1	2	3	0	1	1	4	1	1	2	0	0	0	2	350	1733	2083	0.405963749756383	2149	0.418826739427012	0.492202268431002	0	3	3	3	1	TRUE	TRUE	1	"6_b"	"right"	"6_a"	"left"	1352	4046	5398	4046	1352	0.250463134494257	"right"	"familiar"
"32"	"W"	"275"	6	"Con2"	"LOB"	"NSOC"	"D1a"	4533	583	0.412090909090909	2549	583	3132	1618	1533	2800	4333	0.955879108757997	1533	2800	4333	0.955879108757997	200	0.955879108757997	0.0441208912420031	1	2	3	1	2	3	0	1	1	1	1	1	1	2	1533	1016	2549	1	0	0	0	0	1533	1016	2549	0.813856960408684	0	0	0	0	0	0	1	1	2	3	0	0	0	3	1	1	2	0	0	0	2	84	1334	1418	0.876390605686032	200	0.123609394313968	0.876390605686032	0	1	1	1	1	TRUE	TRUE	1	"2_b"	"left"	"2_a"	"right"	0	299	299	0	299	1	"right"	"novel"
"32"	"W"	"275"	7	"Con1"	"LOB"	"SOC"	"D2a"	6195	8736	0.563181818181818	2249	7944	10193	4362	1949	4246	6195	1	1949	4246	6195	1	0	1	0	3	4	7	3	4	7	0	0	0	0	NA	3	3	6	1233	1016	2249	1	133	1182	1315	0.165533736153071	1366	2198	3564	0.349651721769842	0	0	0	0	0	0	1	1	2	3	1	1	2	5	1	1	2	1	0	1	3	1032	3330	4362	1	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"14_b"	"left"	"14_a"	"right"	1449	6227	7676	1449	6227	0.811229807191245	"right"	"novel"
"32"	"W"	"275"	8	"Con4"	"NLOB"	"NSOC"	"D1b"	10082	7578	0.916545454545455	2865	8225	11090	6862	908	5331	6239	0.61882562983535	742	5181	5923	0.587482642332871	3481	0.629838366652488	0.345268795873835	2	4	6	2	4	6	1	2	3	3	1	0	1	1	433	2432	2865	1	666	449	1115	0.135562310030395	1099	2881	3980	0.358881875563571	0	0	0	0	0	0	1	1	1	2	1	1	2	4	0	1	1	0	0	0	1	1232	2599	3831	0.558292043136112	2832	0.412707665403672	0.574966231427285	1	1	2	2	1	TRUE	TRUE	1	"10_b"	"right"	"10_a"	"left"	1416	5838	7254	5838	1416	0.19520264681555	"right"	"familiar"
"32"	"W"	"275"	9	"Con3"	"NLOB"	"SOC"	"D2b"	9865	6727	0.896818181818182	2732	8245	10977	6879	3132	5366	8498	0.861429295489103	2666	5366	8032	0.814191586416624	1050	0.884386698964986	0.106436898124683	1	4	5	1	4	5	0	1	1	2	0.5	1	1	2	1783	949	2732	1	0	1633	1633	0.19805942995755	1783	2582	4365	0.397649631046734	0	0	0	0	0	0	1	1	1	2	0	1	1	3	0	1	1	0	0	0	1	1799	3531	5330	0.774821921790958	1050	0.152638464893153	0.835423197492163	0	1	1	2	0.5	TRUE	TRUE	1	"7_b"	"left"	"7_a"	"right"	949	5165	6114	949	5165	0.844782466470396	"left"	"familiar"
"32"	"W"	"275"	10	"Con2"	"LOB"	"NSOC"	"D1a"	9609	3610	0.873545454545455	2716	5363	8079	7195	2982	6627	9609	1	2982	6627	9609	1	0	1	0	2	3	5	2	3	5	0	0	0	0	NA	2	2	4	1749	967	2716	1	0	1449	1449	0.270184598172665	1749	2416	4165	0.515534100755044	0	0	0	0	0	0	1	1	2	3	0	1	1	4	1	1	2	0	0	0	2	1483	5645	7128	0.990687977762335	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"3_b"	"right"	"3_a"	"left"	850	2331	3181	2331	850	0.267211568689091	"left"	"novel"
