"ID"	"Sex"	"Age_Days"	"Trial"	"Condition"	"Con_Object"	"Con_SocInt"	"Dyad"	"Overall_LT_ScreenFam"	"Overall_LT_ScreenPrefLook"	"Inter_PropOverall_LT_Screen"	"InterPhase_LT_Soc_Begin"	"InterPhase_LT_Soc_End"	"InterPhase_LT_Soc_Total"	"InterPhase_LT_Gazing"	"Inter_LT_ActorLeft"	"Inter_LT_ActorRight"	"Inter_LT_ActorsTotal"	"Inter_LT_Actors_PROP"	"Inter_LT_FaceLeft"	"Inter_LT_FaceRight"	"Inter_LT_FacesTotal"	"Inter_LT_Faces_PROP"	"Inter_LT_Object"	"Inter_LT_FacesObject_PROP"	"Inter_LT_Object_PROP"	"Inter_LF_FaceLeft"	"Inter_LF_FaceRight"	"Inter_LF_FacesTotal"	"Inter_LF_FaceLeft_Overall"	"Inter_LF_FaceRight_Overall"	"Inter_LF_FacesTotal_Overall"	"Inter_ObjectOriginFaceLeft"	"Inter_ObjectOriginFaceRight"	"Inter_ObjectOriginFaceTotal"	"Inter_LF_Object"	"Inter_ObjectOriginFaceTotal_Gazing_SocialPROP"	"Inter_FacesGazeshiftsLeftRight"	"Inter_FacesGazeshiftsRightLeft"	"Inter_FacesGazeshiftsRightTotal"	"InterPhase_LT_FaceLeft_Soc_Begin"	"InterPhase_LT_FaceRight_Soc_Begin"	"InterPhase_LT_FaceTotal_Soc_Begin"	"InterPhase_LT_FaceTotal_Soc_Begin_PROP"	"InterPhase_LT_FaceLeft_Soc_End"	"InterPhase_LT_FaceRight_Soc_End"	"InterPhase_LT_FaceTotal_Soc_End"	"InterPhase_LT_FaceTotal_Soc_End_PROP"	"InterPhase_LT_FaceLeft_Soc_Total"	"InterPhase_LT_FaceRight_Soc_Total"	"InterPhase_LT_FaceTotal_Soc_Total"	"InterPhase_LT_FaceTotal_Soc_Total_PROP"	"InterPhase_LT_Object_Soc_Begin"	"InterPhase_LT_Object_Soc_Begin_PROP"	"InterPhase_LT_Object_Soc_End"	"InterPhase_LT_Object_Soc_End_PROP"	"InterPhase_LT_Object_Soc_Total"	"InterPhase_LT_Object_Soc_Total_PROP"	"InterPhase_LT_FacesObject_PROP"	"InterPhase_LF_FaceLeft_Begin"	"InterPhase_LF_FaceRight_Begin"	"InterPhase_LF_FacesTotal_Begin"	"InterPhase_LF_FaceLeft_End"	"InterPhase_LF_FaceRight_End"	"InterPhase_LF_FacesTotal_End"	"InterPhase_LF_FacesTotal"	"InterPhase_FacesGazeshiftsLeftRight_Begin"	"InterPhase_FacesGazeshiftsRightLeft_Begin"	"InterPhase_FacesGazeshiftsRightTotal_Begin"	"InterPhase_FacesGazeshiftsLeftRight_End"	"InterPhase_FacesGazeshiftsRightLeft_End"	"InterPhase_FacesGazeshiftsRightTotal_End"	"InterPhase_FacesGazeshiftsRightTotal_TOTAL"	"InterPhase_LT_FaceLeft_Gazing"	"InterPhase_LT_FaceRight_Gazing"	"InterPhase_LT_FaceTotal_Gazing"	"InterPhase_LT_FaceTotal_Gazing_PROP"	"InterPhase_LT_Object_Gazing"	"InterPhase_LT_Object_Gazing_PROP"	"InterPhase_LT_FacesObject_Gazing_PROP"	"InterPhase_ObjectOriginFaceLeft_Gazing"	"InterPhase_ObjectOriginFaceRight_Gazing"	"InterPhase_ObjectOriginFaceTotal_Gazing"	"InterPhase_LF_Object_Gazing"	"InterPhase_ObjectOriginFaceTotal_Gazing_SocialPROP"	"InterPhase_Checker_Soc"	"InterPhase_Checker_Gazing"	"InterPhase_Checker_valid"	"PrefLook_Object_Fam"	"PrefLook_Object_Fam_Pos"	"PrefLook_Object_Nov"	"PrefLook_Object_Nov_Pos"	"PrefLook_LT_Object_Left"	"PrefLook_LT_Object_Right"	"PrefLook_LT_Total"	"PrefLook_LT_Object_Fam"	"PrefLook_LT_Object_Nov"	"PrefLook_LT_Object_Nov_PROP"	"PrefLook_FL"	"PrefLook_FL_Meaning"
"16"	"M"	"297"	1	"Con3"	"NLOB"	"SOC"	"D2b"	7758	7434	0.705272727272727	2665	7328	9993	4248	3833	2381	6214	0.80097963392627	3366	2148	5514	0.710750193348801	1133	0.829547164134196	0.146042794534674	5	3	8	5	3	8	1	0	1	2	0.5	1	2	3	1366	732	2098	0.787242026266416	0	483	483	0.0659115720524018	1366	1215	2581	0.25828079655759	567	0.212757973733583	0	0	567	0.0567397178024617	0.819885641677255	1	2	3	0	1	1	4	0	1	1	0	0	0	1	1783	1149	2932	0.690207156308851	916	0.215630885122411	0.761954261954262	0	0	0	2	0	TRUE	TRUE	1	"1_b"	"right"	"1_a"	"left"	5296	1732	7028	1732	5296	0.753557199772339	"left"	"novel"
"16"	"M"	"297"	2	"Con4"	"NLOB"	"NSOC"	"D1b"	8941	6952	0.812818181818182	2616	7162	9778	6195	4146	1833	5979	0.668717145733139	3963	1833	5796	0.648249636505984	2962	0.661794930349395	0.331282854266861	4	2	6	4	2	6	2	0	2	3	0.666666666666667	2	1	3	1149	1467	2616	1	433	0	433	0.0604579726333426	1582	1467	3049	0.311822458580487	0	0	433	0.0604579726333426	433	0.0442830844753528	0.875646180356117	2	2	4	1	0	1	5	2	1	3	0	0	0	3	2314	483	2797	0.451493139628733	2981	0.481194511702986	0.484077535479405	2	0	2	3	0.666666666666667	TRUE	TRUE	1	"5_b"	"right"	"5_a"	"left"	3215	2798	6013	2798	3215	0.534674871112589	"right"	"familiar"
"16"	"M"	"297"	3	"Con2"	"LOB"	"NSOC"	"D2a"	9409	5811	0.855363636363636	2666	6813	9479	6429	1949	1390	3339	0.35487299394197	1699	1390	3089	0.328302688914869	5279	0.369144359464627	0.56105856095228	3	3	6	3	3	6	2	1	3	5	0.6	0	0	0	667	600	1267	0.475243810952738	0	467	467	0.0685454278585058	667	1067	1734	0.182930688891233	1199	0.44973743435859	583	0.0855717011595479	1782	0.18799451418926	0.493174061433447	1	1	2	0	1	1	3	0	0	0	0	0	0	0	1032	1067	2099	0.326489345154767	3597	0.55949603359776	0.368504213483146	2	1	3	3	1	TRUE	TRUE	1	"9_b"	"left"	"9_a"	"right"	3449	1632	5081	3449	1632	0.321196614839598	"left"	"familiar"
"16"	"M"	"297"	4	"Con1"	"LOB"	"SOC"	"D1a"	9300	5624	0.845454545454545	2648	5445	8093	5731	4664	2682	7346	0.78989247311828	4264	2682	6946	0.746881720430107	1516	0.820846135665327	0.163010752688172	3	4	7	3	4	7	0	0	0	2	0	1	3	4	1332	850	2182	0.824018126888218	617	0	617	0.113314967860422	1949	850	2799	0.345854442110466	466	0.175981873111782	0	0	466	0.0575806252316817	0.857274119448698	1	2	3	1	0	1	4	1	1	2	0	0	0	2	3382	1566	4948	0.863374629209562	783	0.136625370790438	0.863374629209562	0	0	0	1	0	TRUE	TRUE	1	"13_b"	"left"	"13_a"	"right"	2231	3129	5360	2231	3129	0.583768656716418	"right"	"novel"
"16"	"M"	"297"	5	"Con4"	"NLOB"	"NSOC"	"D1b"	8190	6741	0.744545454545455	2666	6462	9128	4847	2265	1166	3431	0.418925518925519	1865	1166	3031	0.37008547008547	4131	0.423205808433399	0.504395604395604	3	3	6	3	3	6	0	2	2	4	0.5	1	0	1	683	233	916	0.343585896474119	233	0	233	0.0360569483132157	916	233	1149	0.125876424189308	1350	0.506376594148537	0	0	1350	0.147896581945662	0.459783913565426	1	1	2	1	0	1	3	1	0	1	0	0	0	1	1099	600	1699	0.350526098617702	2531	0.522178667216835	0.401654846335697	0	1	1	3	0.333333333333333	TRUE	TRUE	1	"6_b"	"left"	"6_a"	"right"	2114	4246	6360	2114	4246	0.667610062893082	"right"	"novel"
"16"	"M"	"297"	6	"Con3"	"NLOB"	"SOC"	"D2b"	8306	7141	0.755090909090909	2666	6463	9129	5330	2683	1399	4082	0.491451962436793	2183	1399	3582	0.431254514808572	4107	0.465860319937573	0.494461834818204	4	2	6	4	2	6	3	1	4	5	0.8	0	0	0	550	733	1283	0.481245311327832	0	450	450	0.069627108154108	550	1183	1733	0.189834593055099	1266	0.474868717179295	633	0.0979421321367786	1899	0.208018402891883	0.477147577092511	1	1	2	0	1	1	3	0	0	0	0	0	0	0	916	1399	2315	0.434333958724203	2398	0.449906191369606	0.491194568215574	1	1	2	3	0.666666666666667	TRUE	TRUE	1	"2_b"	"right"	"2_a"	"left"	2798	3808	6606	3808	2798	0.423554344535271	"right"	"familiar"
"16"	"M"	"297"	7	"Con2"	"LOB"	"NSOC"	"D2a"	8122	4521	0.738363636363636	2678	4696	7374	5029	3298	1249	4547	0.559837478453583	2898	1249	4147	0.510588524993844	3575	0.537037037037037	0.440162521546417	4	2	6	4	2	6	3	1	4	5	0.8	0	0	0	515	516	1031	0.384988797610157	0	0	0	0	515	516	1031	0.139815568212639	1647	0.615011202389843	883	0.188032367972743	2530	0.343097369134798	0.289525414209492	1	1	2	0	0	0	2	0	0	0	0	0	0	0	1882	1082	2964	0.58938158679658	1832	0.364287134619209	0.618015012510425	1	1	2	3	0.666666666666667	TRUE	TRUE	1	"10_b"	"left"	"10_a"	"right"	2306	1998	4304	2306	1998	0.464219330855019	"left"	"familiar"
"16"	"M"	"297"	8	"Con1"	"LOB"	"SOC"	"D1a"	9446	3343	0.858727272727273	2581	4031	6612	7262	5050	3381	8431	0.892547109887783	4567	3131	7698	0.81494812619098	682	0.918615751789976	0.0721998729621004	5	4	9	5	4	9	0	0	0	2	0	3	2	5	1566	782	2348	0.909724912824487	1699	0	1699	0.42148350285289	3265	782	4047	0.612068965517241	0	0	0	0	0	0	1	2	1	3	1	0	1	4	1	0	1	0	0	0	1	4264	2349	6613	0.910630680253374	316	0.0435141834205453	0.954394573531534	0	0	0	1	0	TRUE	TRUE	1	"14_b"	"right"	"14_a"	"left"	1383	867	2250	867	1383	0.614666666666667	"left"	"novel"
"16"	"M"	"297"	9	"Con3"	"NLOB"	"SOC"	"D2b"	5863	3232	0.533	2565	3730	6295	3031	2133	1565	3698	0.630735118539997	2133	1565	3698	0.630735118539997	1948	0.654976974849451	0.332253112740918	4	3	7	4	3	7	2	1	3	3	1	1	1	2	1416	666	2082	0.811695906432749	0	0	0	0	1416	666	2082	0.330738681493249	483	0.188304093567251	0	0	483	0.0767275615567911	0.811695906432749	3	1	4	0	0	0	4	1	1	2	0	0	0	2	350	899	1249	0.412075222698779	1315	0.433850214450676	0.487129485179407	0	1	1	2	0.5	TRUE	TRUE	1	"3_b"	"left"	"3_a"	"right"	816	1715	2531	816	1715	0.677597787435796	"left"	"familiar"
"16"	"M"	"297"	10	"Con1"	"LOB"	"SOC"	"D1a"	9690	3066	0.880909090909091	2665	3898	6563	6147	6680	2099	8779	0.905985552115583	6680	2099	8779	0.905985552115583	533	0.942762027491409	0.0550051599587203	5	3	8	5	3	8	1	0	1	1	1	3	2	5	1616	1049	2665	1	483	33	516	0.132375577219087	2099	1082	3181	0.484686880999543	0	0	0	0	0	0	1	2	2	4	1	1	2	6	2	1	3	0	1	1	4	4897	1083	5980	0.972832275906946	0	0	1	0	0	0	0	NA	TRUE	TRUE	1	"15_b"	"left"	"15_a"	"right"	533	1382	1915	533	1382	0.721671018276762	"left"	"familiar"
